trip_id,start_stop_id,arrival_time,departure_time,stop_sequence_x,stop_lat,stop_lon,route_id,direction_id,stop_sequence_y,speed_kmh,segment_max_speed_kmh,runtime_sec,segment_id,end_stop_id,distance_m
0-25-003-3452.2.21:191400-44-189_C79F9340-8B4E-4B47-BA80-B07D01552980,5228,1900-01-01 20:07:00,1900-01-01 20:07:00,34,51.031508,6.991655,300025,0,18,10.0,18.0,120.0,5228 - 1289,1289,323.554689758958
0-25-003-3452.2.21:191400-44-189_C79F9340-8B4E-4B47-BA80-B07D01552980,5228,1900-01-01 20:07:00,1900-01-01 20:07:00,34,51.031508,6.991655,300025,0,18,10.0,18.0,120.0,5228 - 1289,1289,323.554689758958
0-25-003-3452.2.21:191400-44-189_C79F9340-8B4E-4B47-BA80-B07D01552980,5229,1900-01-01 20:09:00,1900-01-01 20:09:00,35,51.027857,6.989624,300025,0,17,13.0,18.0,240.0,5229 - 5228,5228,888.567614151064
0-25-003-3452.2.21:191400-44-189_C79F9340-8B4E-4B47-BA80-B07D01552980,5229,1900-01-01 20:09:00,1900-01-01 20:09:00,35,51.027857,6.989624,300025,0,17,13.0,18.0,240.0,5229 - 5228,5228,888.567614151064
0-25-003-3452.2.21:191400-44-189_C79F9340-8B4E-4B47-BA80-B07D01552980,1541,1900-01-01 20:10:00,1900-01-01 20:10:00,36,51.018966,6.990831,300025,0,16,34.0,68.0,120.0,1541 - 5229,5229,1131.24391827697
0-25-003-3452.2.21:191400-44-189_C79F9340-8B4E-4B47-BA80-B07D01552980,1541,1900-01-01 20:10:00,1900-01-01 20:10:00,36,51.018966,6.990831,300025,0,16,34.0,68.0,120.0,1541 - 5229,5229,1131.24391827697
0-25-003-3452.2.21:191400-44-189_C79F9340-8B4E-4B47-BA80-B07D01552980,5231,1900-01-01 20:11:00,1900-01-01 20:11:00,37,51.014036,6.992322,300025,0,15,33.0,34.0,60.0,5231 - 1541,1541,558.171235952441
0-25-003-3452.2.21:191400-44-189_C79F9340-8B4E-4B47-BA80-B07D01552980,5231,1900-01-01 20:11:00,1900-01-01 20:11:00,37,51.014036,6.992322,300025,0,15,33.0,34.0,60.0,5231 - 1541,1541,558.171235952441
0-25-003-3452.2.21:191400-44-189_C79F9340-8B4E-4B47-BA80-B07D01552980,648,1900-01-01 20:13:00,1900-01-01 20:13:00,38,51.007585,6.994094,300025,0,14,38.5,44.0,75.0,648 - 5231,5231,727.393178112472
0-25-003-3452.2.21:191400-44-189_C79F9340-8B4E-4B47-BA80-B07D01552980,648,1900-01-01 20:13:00,1900-01-01 20:13:00,38,51.007585,6.994094,300025,0,14,38.5,44.0,75.0,648 - 5231,5231,727.393178112472
0-25-003-3452.2.21:191400-44-189_C79F9340-8B4E-4B47-BA80-B07D01552980,647,1900-01-01 20:15:00,1900-01-01 20:15:00,39,50.998467,6.996534,300025,0,13,31.0,31.0,120.0,647 - 648,648,1039.6259570503
0-25-003-3452.2.21:191400-44-189_C79F9340-8B4E-4B47-BA80-B07D01552980,647,1900-01-01 20:15:00,1900-01-01 20:15:00,39,50.998467,6.996534,300025,0,13,31.0,31.0,120.0,647 - 648,648,1039.6259570503
0-25-003-3452.2.21:191400-44-189_C79F9340-8B4E-4B47-BA80-B07D01552980,641,1900-01-01 20:17:00,1900-01-01 20:17:00,40,50.989246,6.998359,300025,0,12,31.0,31.0,120.0,641 - 647,647,1040.6013971421
0-25-003-3452.2.21:191400-44-189_C79F9340-8B4E-4B47-BA80-B07D01552980,641,1900-01-01 20:17:00,1900-01-01 20:17:00,40,50.989246,6.998359,300025,0,12,31.0,31.0,120.0,641 - 647,647,1040.6013971421
0-25-003-3452.2.21:191400-44-189_C79F9340-8B4E-4B47-BA80-B07D01552980,640,1900-01-01 20:18:00,1900-01-01 20:18:00,41,50.986154,6.999475,300025,0,11,26.0,26.0,60.0,640 - 641,641,432.506368255403
0-25-003-3452.2.21:191400-44-189_C79F9340-8B4E-4B47-BA80-B07D01552980,640,1900-01-01 20:18:00,1900-01-01 20:18:00,41,50.986154,6.999475,300025,0,11,26.0,26.0,60.0,640 - 641,641,432.506368255403
0-25-003-3452.2.21:191400-44-189_C79F9340-8B4E-4B47-BA80-B07D01552980,635,1900-01-01 20:21:00,1900-01-01 20:21:00,42,50.973432,7.00595,300025,0,10,30.0,30.0,180.0,635 - 640,640,1490.87484969177
0-25-003-3452.2.21:191400-44-189_C79F9340-8B4E-4B47-BA80-B07D01552980,635,1900-01-01 20:21:00,1900-01-01 20:21:00,42,50.973432,7.00595,300025,0,10,30.0,30.0,180.0,635 - 640,640,1490.87484969177
0-25-003-3452.2.21:191400-44-189_C79F9340-8B4E-4B47-BA80-B07D01552980,570,1900-01-01 20:24:00,1900-01-01 20:24:00,43,50.961797,7.004204,300025,0,9,27.0,27.0,180.0,570 - 635,635,1351.0340107357
0-25-003-3452.2.21:191400-44-189_C79F9340-8B4E-4B47-BA80-B07D01552980,570,1900-01-01 20:24:00,1900-01-01 20:24:00,43,50.961797,7.004204,300025,0,9,27.0,27.0,180.0,570 - 635,635,1351.0340107357
0-25-003-3452.2.21:191400-44-189_C79F9340-8B4E-4B47-BA80-B07D01552980,9,1900-01-01 20:44:00,1900-01-01 20:44:00,44,50.943657,6.959362,300025,0,1,27.0,28.0,180.0,9 - 1,1,1336.46989396867
0-25-003-3452.2.21:191400-44-189_C79F9340-8B4E-4B47-BA80-B07D01552980,9,1900-01-01 20:44:00,1900-01-01 20:44:00,44,50.943657,6.959362,300025,0,1,27.0,28.0,180.0,9 - 1,1,1336.46989396867
